Respondent,Timestamp,Which track do you participate in?,How Often Do You Participate,Question,Answer,Numeric Answer
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Table Calcs,6
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),LODs,5
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Extensions,3
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Power Query,2
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Unusual Chart Types,1
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,The challenges are too easy,Disagree,2
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,The challenges are too difficult,Agree,4
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,Which track do you participate in?,Both,
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What else do you want us to know?,"Brilliant challenges, not too time consuming so can fit in a weekly session on them, learn something with every challenge, sometimes big things, sometimes little, really enjoy them.
",
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,I would be more likely to participate in WOW challenges if they were,Weekly,
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,I want more cross-over with other software and/or platforms,Strongly Disagree,1
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (7th),Containers,7
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (6th),Extensions,6
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (5th),LODs,5
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (4th),Table Calcs,4
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (2nd),Unusual Chart Types,2
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (1st),Power Query,1
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,I enjoy learning about new features,Strongly Agree,5
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,The challenges are too easy,Disagree,2
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,The challenges are too difficult,Disagree,2
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,The challenges help me at work/school,Strongly Agree,5
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,How Often Do You Participate,Every challenge,
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,Which track do you participate in?,PBI,
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10051,2021/07/31 9:35:01 AM MDT,PBI,Every challenge,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What else do you want us to know?,You are Hero. ❤️,
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,I would be more likely to participate in WOW challenges if they were,Weekly,
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,I want more cross-over with other software and/or platforms,Agree,4
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (6th),Containers,6
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (4th),Unusual Chart Types,4
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,I enjoy learning about new features,Agree,4
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,The challenges are too easy,Neither Agree nor Disagree,3
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,The challenges are too difficult,Neither Agree nor Disagree,3
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,The challenges help me at work/school,Strongly Agree,5
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,How Often Do You Participate,Every challenge,
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,Which track do you participate in?,Tableau,
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10052,2021/07/31 9:36:33 AM MDT,Tableau,Every challenge,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Less Likely,
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What else do you want us to know?,,
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,I want more cross-over with other software and/or platforms,Disagree,2
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Unusual Chart Types,6
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,I enjoy learning about new features,Agree,4
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,The challenges are too easy,Disagree,2
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,The challenges are too difficult,Disagree,2
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,The challenges help me at work/school,Agree,4
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,How Often Do You Participate,Most of the Challenges,
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,Which track do you participate in?,Tableau,
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,8,8
10053,2021/07/31 11:42:38 AM MDT,Tableau,Most of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,,
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,Disagree,2
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Containers,6
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Table Calcs,3
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),Unusual Chart Types,2
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Strongly Disagree,1
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Agree,4
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Neither Agree nor Disagree,3
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10054,2021/07/31 2:59:57 PM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What else do you want us to know?,WOW is a great platform for people like me who love to solve Puzzles and challenges .Through WOW I have learned lot of things and it has encouraged me to learn and lookout for even more. Keep Going Don't ever Stop!!,
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Power Query,6
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,I enjoy learning about new features,Strongly Agree,5
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,The challenges help me at work/school,Strongly Agree,5
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,How Often Do You Participate,Most of the Challenges,
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,Which track do you participate in?,Tableau,
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10055,2021/07/31 4:00:39 PM MDT,Tableau,Most of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What else do you want us to know?,"These challenges have helped me learn and grow ever since I came to about these challenges, I hope it is same for all. Challenges with good business scenarios really helps us  expand out skills.",
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,I want more cross-over with other software and/or platforms,Strongly Agree,5
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (7th),LODs,7
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Table Calcs,6
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Mapping,5
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Extensions,4
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Power Query,3
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Unusual Chart Types,2
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Containers,1
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,I enjoy learning about new features,Strongly Agree,5
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,The challenges are too easy,Agree,4
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,The challenges are too difficult,Agree,4
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,The challenges help me at work/school,Strongly Agree,5
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,How Often Do You Participate,Most of the Challenges,
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,Which track do you participate in?,Both,
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10056,2021/08/01 10:49:58 PM MDT,Both,Most of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Likely,
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What else do you want us to know?,"Thank you, thank you, thank you!",
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Agree,4
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Containers,6
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Unusual Chart Types,5
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),LODs,3
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Extensions,2
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10057,2021/08/02 12:29:12 AM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Likely,
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,,
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,Disagree,2
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Unusual Chart Types,6
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Containers,3
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Agree,4
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Disagree,2
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Neither Agree nor Disagree,3
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10058,2021/08/02 12:43:44 AM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,,
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Bi-Weekly,
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,Strongly Disagree,1
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Power Query,6
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Containers,5
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Extensions,4
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Neither Agree nor Disagree,3
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Neither Agree nor Disagree,3
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10059,2021/08/02 3:43:29 AM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What else do you want us to know?,More Wow videos on you tube,
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Agree,4
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Mapping,7
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Table Calcs,6
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Containers,5
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),LODs,4
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Extensions,2
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Agree,4
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10060,2021/08/02 4:54:20 AM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Likely,
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What else do you want us to know?,I stopped doing most of the challenges because they weren't applicable to anything I'd use in my job. This year has been better.,
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Extensions,6
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Unusual Chart Types,5
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Neither Agree nor Disagree,3
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,4,4
10061,2021/08/04 3:44:13 AM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Unlikely,
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What else do you want us to know?,,
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Disagree,2
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Mapping,6
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Unusual Chart Types,4
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Table Calcs,3
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Containers,2
